cell_id,threshold_left,threshold_right,left_closed,right_closed,case_id,group,family,allocated_images,blocked_image_count,decision,evidence,mean_lower,mean_upper,attained_lower,attained_upper
cell-0229,121891088783741/250000000000000,4888797700405121/10000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0230,4888797700405121/10000000000000000,24536512792110443/50000000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-13/64,-13/64,-13/64,-13/64
cell-0230,4888797700405121/10000000000000000,24536512792110443/50000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-123/64,97/64,-65/64,61/64
cell-0230,4888797700405121/10000000000000000,24536512792110443/50000000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-17/64,-9/64,-15/64,-11/64
cell-0230,4888797700405121/10000000000000000,24536512792110443/50000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0230,4888797700405121/10000000000000000,24536512792110443/50000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-51/64,21/64,-15/64,1/64
cell-0230,4888797700405121/10000000000000000,24536512792110443/50000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0230,4888797700405121/10000000000000000,24536512792110443/50000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0231,24536512792110443/50000000000000000,24807600677013397/50000000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-3/16,-3/16,-3/16,-3/16
cell-0231,24536512792110443/50000000000000000,24807600677013397/50000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-61/32,49/32,-1,31/32
cell-0231,24536512792110443/50000000000000000,24807600677013397/50000000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-1/4,-1/8,-7/32,-5/32
cell-0231,24536512792110443/50000000000000000,24807600677013397/50000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0231,24536512792110443/50000000000000000,24807600677013397/50000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-25/32,11/32,-7/32,1/32
cell-0231,24536512792110443/50000000000000000,24807600677013397/50000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0231,24536512792110443/50000000000000000,24807600677013397/50000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0232,24807600677013397/50000000000000000,3119657002389431/6250000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-13/64,-13/64,-13/64,-13/64
cell-0232,24807600677013397/50000000000000000,3119657002389431/6250000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-123/64,97/64,-65/64,61/64
cell-0232,24807600677013397/50000000000000000,3119657002389431/6250000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-17/64,-9/64,-15/64,-11/64
cell-0232,24807600677013397/50000000000000000,3119657002389431/6250000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0232,24807600677013397/50000000000000000,3119657002389431/6250000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-51/64,21/64,-15/64,1/64
cell-0232,24807600677013397/50000000000000000,3119657002389431/6250000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0232,24807600677013397/50000000000000000,3119657002389431/6250000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0233,3119657002389431/6250000000000000,1251533329486847/2500000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-7/32,-7/32,-7/32,-7/32
cell-0233,3119657002389431/6250000000000000,1251533329486847/2500000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-61/32,3/2,-1,15/16
cell-0233,3119657002389431/6250000000000000,1251533329486847/2500000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-9/32,-5/32,-1/4,-3/16
cell-0233,3119657002389431/6250000000000000,1251533329486847/2500000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0233,3119657002389431/6250000000000000,1251533329486847/2500000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,bound_gap,-13/16,5/16,-1/4,0
cell-0233,3119657002389431/6250000000000000,1251533329486847/2500000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0233,3119657002389431/6250000000000000,1251533329486847/2500000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0234,1251533329486847/2500000000000000,32907/65536,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-13/64,-13/64,-13/64,-13/64
cell-0234,1251533329486847/2500000000000000,32907/65536,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-121/64,95/64,-63/64,61/64
cell-0234,1251533329486847/2500000000000000,32907/65536,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-17/64,-9/64,-15/64,-11/64
cell-0234,1251533329486847/2500000000000000,32907/65536,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0234,1251533329486847/2500000000000000,32907/65536,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-51/64,19/64,-15/64,1/64
cell-0234,1251533329486847/2500000000000000,32907/65536,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0234,1251533329486847/2500000000000000,32907/65536,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0235,32907/65536,2512069344520569/5000000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-3/16,-3/16,-3/16,-3/16
cell-0235,32907/65536,2512069344520569/5000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-61/32,3/2,-1,31/32
cell-0235,32907/65536,2512069344520569/5000000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-1/4,-1/8,-7/32,-5/32
cell-0235,32907/65536,2512069344520569/5000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0235,32907/65536,2512069344520569/5000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,bound_gap,-13/16,9/32,-1/4,0
cell-0235,32907/65536,2512069344520569/5000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0235,32907/65536,2512069344520569/5000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0236,2512069344520569/5000000000000000,5033586025238037/10000000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-11/64,-11/64,-11/64,-11/64
cell-0236,2512069344520569/5000000000000000,5033586025238037/10000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-121/64,97/64,-63/64,61/64
cell-0236,2512069344520569/5000000000000000,5033586025238037/10000000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-15/64,-7/64,-13/64,-9/64
cell-0236,2512069344520569/5000000000000000,5033586025238037/10000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0236,2512069344520569/5000000000000000,5033586025238037/10000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-51/64,19/64,-15/64,1/64
cell-0236,2512069344520569/5000000000000000,5033586025238037/10000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0236,2512069344520569/5000000000000000,5033586025238037/10000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0237,5033586025238037/10000000000000000,2517324984073639/5000000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-3/16,-3/16,-3/16,-3/16
cell-0237,5033586025238037/10000000000000000,2517324984073639/5000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-61/32,3/2,-1,15/16
cell-0237,5033586025238037/10000000000000000,2517324984073639/5000000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-1/4,-1/8,-7/32,-5/32
cell-0237,5033586025238037/10000000000000000,2517324984073639/5000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0237,5033586025238037/10000000000000000,2517324984073639/5000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,bound_gap,-13/16,9/32,-1/4,0
cell-0237,5033586025238037/10000000000000000,2517324984073639/5000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0237,5033586025238037/10000000000000000,2517324984073639/5000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0238,2517324984073639/5000000000000000,2527444362640381/5000000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-11/64,-11/64,-11/64,-11/64
cell-0238,2517324984073639/5000000000000000,2527444362640381/5000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-121/64,97/64,-63/64,61/64
cell-0238,2517324984073639/5000000000000000,2527444362640381/5000000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-15/64,-7/64,-13/64,-9/64
cell-0238,2517324984073639/5000000000000000,2527444362640381/5000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0238,2517324984073639/5000000000000000,2527444362640381/5000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-51/64,19/64,-15/64,1/64
cell-0238,2517324984073639/5000000000000000,2527444362640381/5000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0238,2517324984073639/5000000000000000,2527444362640381/5000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0239,2527444362640381/5000000000000000,5094243884086609/10000000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-5/32,-5/32,-5/32,-5/32
cell-0239,2527444362640381/5000000000000000,5094243884086609/10000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-61/32,49/32,-31/32,31/32
cell-0239,2527444362640381/5000000000000000,5094243884086609/10000000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-7/32,-3/32,-3/16,-1/8
cell-0239,2527444362640381/5000000000000000,5094243884086609/10000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0239,2527444362640381/5000000000000000,5094243884086609/10000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,bound_gap,-25/32,9/32,-1/4,0
cell-0239,2527444362640381/5000000000000000,5094243884086609/10000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0239,2527444362640381/5000000000000000,5094243884086609/10000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0240,5094243884086609/10000000000000000,2567906677722931/5000000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-11/64,-11/64,-11/64,-11/64
cell-0240,5094243884086609/10000000000000000,2567906677722931/5000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-121/64,97/64,-63/64,61/64
cell-0240,5094243884086609/10000000000000000,2567906677722931/5000000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-15/64,-7/64,-13/64,-9/64
cell-0240,5094243884086609/10000000000000000,2567906677722931/5000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0240,5094243884086609/10000000000000000,2567906677722931/5000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-49/64,17/64,-15/64,1/64
cell-0240,5094243884086609/10000000000000000,2567906677722931/5000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0240,5094243884086609/10000000000000000,2567906677722931/5000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0241,2567906677722931/5000000000000000,161519106477499/312500000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-3/16,-3/16,-3/16,-3/16
cell-0241,2567906677722931/5000000000000000,161519106477499/312500000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-61/32,3/2,-31/32,15/16
cell-0241,2567906677722931/5000000000000000,161519106477499/312500000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-1/4,-1/8,-7/32,-5/32
cell-0241,2567906677722931/5000000000000000,161519106477499/312500000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0241,2567906677722931/5000000000000000,161519106477499/312500000000000,True,False,all-64,primary,current_partial,64,0,unresolved,bound_gap,-25/32,1/4,-1/4,0
cell-0241,2567906677722931/5000000000000000,161519106477499/312500000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0241,2567906677722931/5000000000000000,161519106477499/312500000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0242,161519106477499/312500000000000,5181799530982971/10000000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-13/64,-13/64,-13/64,-13/64
cell-0242,161519106477499/312500000000000,5181799530982971/10000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-123/64,95/64,-63/64,59/64
cell-0242,161519106477499/312500000000000,5181799530982971/10000000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-17/64,-9/64,-15/64,-11/64
cell-0242,161519106477499/312500000000000,5181799530982971/10000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0242,161519106477499/312500000000000,5181799530982971/10000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,bound_gap,-49/64,15/64,-17/64,-1/64
cell-0242,161519106477499/312500000000000,5181799530982971/10000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0242,161519106477499/312500000000000,5181799530982971/10000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0243,5181799530982971/10000000000000000,1037416934967041/2000000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-7/32,-7/32,-7/32,-7/32
cell-0243,5181799530982971/10000000000000000,1037416934967041/2000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-31/16,47/32,-1,29/32
cell-0243,5181799530982971/10000000000000000,1037416934967041/2000000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-9/32,-5/32,-1/4,-3/16
cell-0243,5181799530982971/10000000000000000,1037416934967041/2000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0243,5181799530982971/10000000000000000,1037416934967041/2000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,bound_gap,-3/4,7/32,-9/32,-1/32
cell-0243,5181799530982971/10000000000000000,1037416934967041/2000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0243,5181799530982971/10000000000000000,1037416934967041/2000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0244,1037416934967041/2000000000000000,5207837224006653/10000000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-15/64,-15/64,-15/64,-15/64
cell-0244,1037416934967041/2000000000000000,5207837224006653/10000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-123/64,93/64,-63/64,57/64
cell-0244,1037416934967041/2000000000000000,5207837224006653/10000000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-19/64,-11/64,-17/64,-13/64
cell-0244,1037416934967041/2000000000000000,5207837224006653/10000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0244,1037416934967041/2000000000000000,5207837224006653/10000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,bound_gap,-49/64,13/64,-19/64,-3/64
cell-0244,1037416934967041/2000000000000000,5207837224006653/10000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0244,1037416934967041/2000000000000000,5207837224006653/10000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0245,5207837224006653/10000000000000000,5267099738121033/10000000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-7/32,-7/32,-7/32,-7/32
cell-0245,5207837224006653/10000000000000000,5267099738121033/10000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-61/32,47/32,-31/32,29/32
cell-0245,5207837224006653/10000000000000000,5267099738121033/10000000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-9/32,-5/32,-1/4,-3/16
cell-0245,5207837224006653/10000000000000000,5267099738121033/10000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0245,5207837224006653/10000000000000000,5267099738121033/10000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,bound_gap,-3/4,7/32,-9/32,-1/32
cell-0245,5207837224006653/10000000000000000,5267099738121033/10000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0245,5207837224006653/10000000000000000,5267099738121033/10000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0246,5267099738121033/10000000000000000,5319038033485413/10000000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-15/64,-15/64,-15/64,-15/64
cell-0246,5267099738121033/10000000000000000,5319038033485413/10000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-123/64,93/64,-63/64,57/64
cell-0246,5267099738121033/10000000000000000,5319038033485413/10000000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-19/64,-11/64,-17/64,-13/64
cell-0246,5267099738121033/10000000000000000,5319038033485413/10000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0246,5267099738121033/10000000000000000,5319038033485413/10000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,bound_gap,-49/64,13/64,-19/64,-3/64
cell-0246,5267099738121033/10000000000000000,5319038033485413/10000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0246,5267099738121033/10000000000000000,5319038033485413/10000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0247,5319038033485413/10000000000000000,5320107340812683/10000000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-1/4,-1/4,-1/4,-1/4
cell-0247,5319038033485413/10000000000000000,5320107340812683/10000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-31/16,23/16,-1,7/8
cell-0247,5319038033485413/10000000000000000,5320107340812683/10000000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-5/16,-3/16,-9/32,-7/32
cell-0247,5319038033485413/10000000000000000,5320107340812683/10000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0247,5319038033485413/10000000000000000,5320107340812683/10000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,bound_gap,-25/32,3/16,-5/16,-1/16
cell-0247,5319038033485413/10000000000000000,5320107340812683/10000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0247,5319038033485413/10000000000000000,5320107340812683/10000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0248,5320107340812683/10000000000000000,5331491827964783/10000000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-15/64,-15/64,-15/64,-15/64
cell-0248,5320107340812683/10000000000000000,5331491827964783/10000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-123/64,93/64,-63/64,57/64
cell-0248,5320107340812683/10000000000000000,5331491827964783/10000000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-19/64,-11/64,-17/64,-13/64
cell-0248,5320107340812683/10000000000000000,5331491827964783/10000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0248,5320107340812683/10000000000000000,5331491827964783/10000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,bound_gap,-49/64,13/64,-19/64,-3/64
cell-0248,5320107340812683/10000000000000000,5331491827964783/10000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0248,5320107340812683/10000000000000000,5331491827964783/10000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0249,5331491827964783/10000000000000000,5363252758979797/10000000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-7/32,-7/32,-7/32,-7/32
cell-0249,5331491827964783/10000000000000000,5363252758979797/10000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-31/16,47/32,-1,29/32
cell-0249,5331491827964783/10000000000000000,5363252758979797/10000000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-9/32,-5/32,-1/4,-3/16
cell-0249,5331491827964783/10000000000000000,5363252758979797/10000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0249,5331491827964783/10000000000000000,5363252758979797/10000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,bound_gap,-3/4,7/32,-9/32,-1/32
cell-0249,5331491827964783/10000000000000000,5363252758979797/10000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0249,5331491827964783/10000000000000000,5363252758979797/10000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0250,5363252758979797/10000000000000000,1341492235660553/2500000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-13/64,-13/64,-13/64,-13/64
cell-0250,5363252758979797/10000000000000000,1341492235660553/2500000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-123/64,95/64,-63/64,59/64
cell-0250,5363252758979797/10000000000000000,1341492235660553/2500000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-17/64,-9/64,-15/64,-11/64
cell-0250,5363252758979797/10000000000000000,1341492235660553/2500000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0250,5363252758979797/10000000000000000,1341492235660553/2500000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,bound_gap,-47/64,15/64,-17/64,-1/64
cell-0250,5363252758979797/10000000000000000,1341492235660553/2500000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0250,5363252758979797/10000000000000000,1341492235660553/2500000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0251,1341492235660553/2500000000000000,1074486494064331/2000000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-7/32,-7/32,-7/32,-7/32
cell-0251,1341492235660553/2500000000000000,1074486494064331/2000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-61/32,47/32,-31/32,29/32
cell-0251,1341492235660553/2500000000000000,1074486494064331/2000000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-9/32,-5/32,-1/4,-3/16
cell-0251,1341492235660553/2500000000000000,1074486494064331/2000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0251,1341492235660553/2500000000000000,1074486494064331/2000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,bound_gap,-23/32,1/4,-1/4,-1/32
cell-0251,1341492235660553/2500000000000000,1074486494064331/2000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0251,1341492235660553/2500000000000000,1074486494064331/2000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0252,1074486494064331/2000000000000000,268687903881073/500000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-13/64,-13/64,-13/64,-13/64
cell-0252,1074486494064331/2000000000000000,268687903881073/500000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-121/64,95/64,-61/64,57/64
cell-0252,1074486494064331/2000000000000000,268687903881073/500000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-17/64,-9/64,-15/64,-11/64
cell-0252,1074486494064331/2000000000000000,268687903881073/500000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0252,1074486494064331/2000000000000000,268687903881073/500000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,bound_gap,-45/64,17/64,-15/64,-1/64
cell-0252,1074486494064331/2000000000000000,268687903881073/500000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0252,1074486494064331/2000000000000000,268687903881073/500000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0253,268687903881073/500000000000000,134370818734169/250000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-3/16,-3/16,-3/16,-3/16
cell-0253,268687903881073/500000000000000,134370818734169/250000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-15/8,3/2,-15/16,29/32
cell-0253,268687903881073/500000000000000,134370818734169/250000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-1/4,-1/8,-7/32,-5/32
cell-0253,268687903881073/500000000000000,134370818734169/250000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0253,268687903881073/500000000000000,134370818734169/250000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,bound_gap,-11/16,9/32,-7/32,0
cell-0253,268687903881073/500000000000000,134370818734169/250000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0253,268687903881073/500000000000000,134370818734169/250000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0254,134370818734169/250000000000000,2707003057003021/5000000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-11/64,-11/64,-11/64,-11/64
cell-0254,134370818734169/250000000000000,2707003057003021/5000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-119/64,97/64,-59/64,59/64
cell-0254,134370818734169/250000000000000,2707003057003021/5000000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-15/64,-7/64,-13/64,-9/64
cell-0254,134370818734169/250000000000000,2707003057003021/5000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0254,134370818734169/250000000000000,2707003057003021/5000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-43/64,19/64,-13/64,1/64
cell-0254,134370818734169/250000000000000,2707003057003021/5000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0254,134370818734169/250000000000000,2707003057003021/5000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0255,2707003057003021/5000000000000000,1356668621301651/2500000000000000,True,False,all-64,primary,exact_projection,64,0,excluded,universal_bound,-5/32,-5/32,-5/32,-5/32
cell-0255,2707003057003021/5000000000000000,1356668621301651/2500000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-59/32,49/32,-29/32,15/16
cell-0255,2707003057003021/5000000000000000,1356668621301651/2500000000000000,True,False,all-64,primary,one_edit_global,64,0,excluded,universal_bound,-7/32,-3/32,-3/16,-1/8
cell-0255,2707003057003021/5000000000000000,1356668621301651/2500000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0255,2707003057003021/5000000000000000,1356668621301651/2500000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-21/32,5/16,-3/16,1/32
cell-0255,2707003057003021/5000000000000000,1356668621301651/2500000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0255,2707003057003021/5000000000000000,1356668621301651/2500000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
