cell_id,threshold_left,threshold_right,left_closed,right_closed,case_id,group,family,allocated_images,blocked_image_count,decision,evidence,mean_lower,mean_upper,attained_lower,attained_upper
cell-0076,614943265914917/2000000000000000,30922839045524597/100000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0077,30922839045524597/100000000000000000,309906929731369/1000000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,5/16,5/16,5/16,5/16
cell-0077,30922839045524597/100000000000000000,309906929731369/1000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-13/8,77/32,-39/32,65/32
cell-0077,30922839045524597/100000000000000000,309906929731369/1000000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,1/4,3/8,1/4,3/8
cell-0077,30922839045524597/100000000000000000,309906929731369/1000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0077,30922839045524597/100000000000000000,309906929731369/1000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-25/32,19/16,-5/16,25/32
cell-0077,30922839045524597/100000000000000000,309906929731369/1000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0077,30922839045524597/100000000000000000,309906929731369/1000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0078,309906929731369/1000000000000000,6211773157119751/20000000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,21/64,21/64,21/64,21/64
cell-0078,309906929731369/1000000000000000,6211773157119751/20000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-103/64,155/64,-77/64,131/64
cell-0078,309906929731369/1000000000000000,6211773157119751/20000000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,17/64,25/64,17/64,25/64
cell-0078,309906929731369/1000000000000000,6211773157119751/20000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0078,309906929731369/1000000000000000,6211773157119751/20000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-49/64,77/64,-19/64,51/64
cell-0078,309906929731369/1000000000000000,6211773157119751/20000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0078,309906929731369/1000000000000000,6211773157119751/20000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0079,6211773157119751/20000000000000000,31145399808883667/100000000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,5/16,5/16,5/16,5/16
cell-0079,6211773157119751/20000000000000000,31145399808883667/100000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-13/8,77/32,-39/32,65/32
cell-0079,6211773157119751/20000000000000000,31145399808883667/100000000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,1/4,3/8,1/4,3/8
cell-0079,6211773157119751/20000000000000000,31145399808883667/100000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0079,6211773157119751/20000000000000000,31145399808883667/100000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-25/32,19/16,-5/16,25/32
cell-0079,6211773157119751/20000000000000000,31145399808883667/100000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0079,6211773157119751/20000000000000000,31145399808883667/100000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0080,31145399808883667/100000000000000000,31249305605888367/100000000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,19/64,19/64,19/64,19/64
cell-0080,31145399808883667/100000000000000000,31249305605888367/100000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-105/64,153/64,-79/64,129/64
cell-0080,31145399808883667/100000000000000000,31249305605888367/100000000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,15/64,23/64,15/64,23/64
cell-0080,31145399808883667/100000000000000000,31249305605888367/100000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0080,31145399808883667/100000000000000000,31249305605888367/100000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-51/64,75/64,-21/64,49/64
cell-0080,31145399808883667/100000000000000000,31249305605888367/100000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0080,31145399808883667/100000000000000000,31249305605888367/100000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0081,31249305605888367/100000000000000000,1565229743719101/5000000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,5/16,5/16,5/16,5/16
cell-0081,31249305605888367/100000000000000000,1565229743719101/5000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-13/8,19/8,-39/32,2
cell-0081,31249305605888367/100000000000000000,1565229743719101/5000000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,1/4,3/8,1/4,3/8
cell-0081,31249305605888367/100000000000000000,1565229743719101/5000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0081,31249305605888367/100000000000000000,1565229743719101/5000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-25/32,19/16,-5/16,25/32
cell-0081,31249305605888367/100000000000000000,1565229743719101/5000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0081,31249305605888367/100000000000000000,1565229743719101/5000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0082,1565229743719101/5000000000000000,313198983669281/1000000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,19/64,19/64,19/64,19/64
cell-0082,1565229743719101/5000000000000000,313198983669281/1000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-105/64,151/64,-79/64,127/64
cell-0082,1565229743719101/5000000000000000,313198983669281/1000000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,15/64,23/64,15/64,23/64
cell-0082,1565229743719101/5000000000000000,313198983669281/1000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0082,1565229743719101/5000000000000000,313198983669281/1000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-51/64,75/64,-21/64,49/64
cell-0082,1565229743719101/5000000000000000,313198983669281/1000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0082,1565229743719101/5000000000000000,313198983669281/1000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0083,313198983669281/1000000000000000,3944704681634903/12500000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,9/32,9/32,9/32,9/32
cell-0083,313198983669281/1000000000000000,3944704681634903/12500000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-13/8,75/32,-39/32,63/32
cell-0083,313198983669281/1000000000000000,3944704681634903/12500000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,7/32,11/32,7/32,11/32
cell-0083,313198983669281/1000000000000000,3944704681634903/12500000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0083,313198983669281/1000000000000000,3944704681634903/12500000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-25/32,37/32,-5/16,3/4
cell-0083,313198983669281/1000000000000000,3944704681634903/12500000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0083,313198983669281/1000000000000000,3944704681634903/12500000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0084,3944704681634903/12500000000000000,3167286217212677/10000000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,17/64,17/64,17/64,17/64
cell-0084,3944704681634903/12500000000000000,3167286217212677/10000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-105/64,149/64,-79/64,125/64
cell-0084,3944704681634903/12500000000000000,3167286217212677/10000000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,13/64,21/64,13/64,21/64
cell-0084,3944704681634903/12500000000000000,3167286217212677/10000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0084,3944704681634903/12500000000000000,3167286217212677/10000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-51/64,73/64,-21/64,47/64
cell-0084,3944704681634903/12500000000000000,3167286217212677/10000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0084,3944704681634903/12500000000000000,3167286217212677/10000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0085,3167286217212677/10000000000000000,3176190257072449/10000000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,1/4,1/4,1/4,1/4
cell-0085,3167286217212677/10000000000000000,3176190257072449/10000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-53/32,37/16,-5/4,31/16
cell-0085,3167286217212677/10000000000000000,3176190257072449/10000000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,3/16,5/16,3/16,5/16
cell-0085,3167286217212677/10000000000000000,3176190257072449/10000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0085,3167286217212677/10000000000000000,3176190257072449/10000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-13/16,9/8,-11/32,23/32
cell-0085,3167286217212677/10000000000000000,3176190257072449/10000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0085,3167286217212677/10000000000000000,3176190257072449/10000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0086,3176190257072449/10000000000000000,3191157877445221/10000000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,17/64,17/64,17/64,17/64
cell-0086,3176190257072449/10000000000000000,3191157877445221/10000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-105/64,149/64,-79/64,125/64
cell-0086,3176190257072449/10000000000000000,3191157877445221/10000000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,13/64,21/64,13/64,21/64
cell-0086,3176190257072449/10000000000000000,3191157877445221/10000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0086,3176190257072449/10000000000000000,3191157877445221/10000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-51/64,71/64,-21/64,45/64
cell-0086,3176190257072449/10000000000000000,3191157877445221/10000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0086,3176190257072449/10000000000000000,3191157877445221/10000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0087,3191157877445221/10000000000000000,15986955165863037/50000000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,9/32,9/32,9/32,9/32
cell-0087,3191157877445221/10000000000000000,15986955165863037/50000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-13/8,75/32,-39/32,63/32
cell-0087,3191157877445221/10000000000000000,15986955165863037/50000000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,7/32,11/32,7/32,11/32
cell-0087,3191157877445221/10000000000000000,15986955165863037/50000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0087,3191157877445221/10000000000000000,15986955165863037/50000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-25/32,9/8,-5/16,23/32
cell-0087,3191157877445221/10000000000000000,15986955165863037/50000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0087,3191157877445221/10000000000000000,15986955165863037/50000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0088,15986955165863037/50000000000000000,3207913041114807/10000000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,17/64,17/64,17/64,17/64
cell-0088,15986955165863037/50000000000000000,3207913041114807/10000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-105/64,149/64,-79/64,125/64
cell-0088,15986955165863037/50000000000000000,3207913041114807/10000000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,13/64,21/64,13/64,21/64
cell-0088,15986955165863037/50000000000000000,3207913041114807/10000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0088,15986955165863037/50000000000000000,3207913041114807/10000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-51/64,71/64,-21/64,45/64
cell-0088,15986955165863037/50000000000000000,3207913041114807/10000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0088,15986955165863037/50000000000000000,3207913041114807/10000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0089,3207913041114807/10000000000000000,4010598361492157/12500000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,9/32,9/32,9/32,9/32
cell-0089,3207913041114807/10000000000000000,4010598361492157/12500000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-53/32,75/32,-39/32,63/32
cell-0089,3207913041114807/10000000000000000,4010598361492157/12500000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,7/32,11/32,7/32,11/32
cell-0089,3207913041114807/10000000000000000,4010598361492157/12500000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0089,3207913041114807/10000000000000000,4010598361492157/12500000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-25/32,9/8,-5/16,23/32
cell-0089,3207913041114807/10000000000000000,4010598361492157/12500000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0089,3207913041114807/10000000000000000,4010598361492157/12500000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0090,4010598361492157/12500000000000000,16102316975593567/50000000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,17/64,17/64,17/64,17/64
cell-0090,4010598361492157/12500000000000000,16102316975593567/50000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-107/64,149/64,-79/64,125/64
cell-0090,4010598361492157/12500000000000000,16102316975593567/50000000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,13/64,21/64,13/64,21/64
cell-0090,4010598361492157/12500000000000000,16102316975593567/50000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0090,4010598361492157/12500000000000000,16102316975593567/50000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-51/64,71/64,-19/64,45/64
cell-0090,4010598361492157/12500000000000000,16102316975593567/50000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0090,4010598361492157/12500000000000000,16102316975593567/50000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0091,16102316975593567/50000000000000000,818391814827919/2500000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,9/32,9/32,9/32,9/32
cell-0091,16102316975593567/50000000000000000,818391814827919/2500000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-53/32,37/16,-39/32,31/16
cell-0091,16102316975593567/50000000000000000,818391814827919/2500000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,7/32,11/32,7/32,11/32
cell-0091,16102316975593567/50000000000000000,818391814827919/2500000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0091,16102316975593567/50000000000000000,818391814827919/2500000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-25/32,35/32,-9/32,11/16
cell-0091,16102316975593567/50000000000000000,818391814827919/2500000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0091,16102316975593567/50000000000000000,818391814827919/2500000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0092,818391814827919/2500000000000000,6553540825843811/20000000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,17/64,17/64,17/64,17/64
cell-0092,818391814827919/2500000000000000,6553540825843811/20000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-105/64,147/64,-79/64,123/64
cell-0092,818391814827919/2500000000000000,6553540825843811/20000000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,13/64,21/64,13/64,21/64
cell-0092,818391814827919/2500000000000000,6553540825843811/20000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0092,818391814827919/2500000000000000,6553540825843811/20000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-49/64,69/64,-17/64,43/64
cell-0092,818391814827919/2500000000000000,6553540825843811/20000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0092,818391814827919/2500000000000000,6553540825843811/20000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0093,6553540825843811/20000000000000000,8266071230173111/25000000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,1/4,1/4,1/4,1/4
cell-0093,6553540825843811/20000000000000000,8266071230173111/25000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-53/32,73/32,-5/4,61/32
cell-0093,6553540825843811/20000000000000000,8266071230173111/25000000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,3/16,5/16,3/16,5/16
cell-0093,6553540825843811/20000000000000000,8266071230173111/25000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0093,6553540825843811/20000000000000000,8266071230173111/25000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-25/32,17/16,-9/32,21/32
cell-0093,6553540825843811/20000000000000000,8266071230173111/25000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0093,6553540825843811/20000000000000000,8266071230173111/25000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0094,8266071230173111/25000000000000000,6634088158607483/20000000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,15/64,15/64,15/64,15/64
cell-0094,8266071230173111/25000000000000000,6634088158607483/20000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-107/64,145/64,-79/64,121/64
cell-0094,8266071230173111/25000000000000000,6634088158607483/20000000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,11/64,19/64,11/64,19/64
cell-0094,8266071230173111/25000000000000000,6634088158607483/20000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0094,8266071230173111/25000000000000000,6634088158607483/20000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-51/64,67/64,-19/64,41/64
cell-0094,8266071230173111/25000000000000000,6634088158607483/20000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0094,8266071230173111/25000000000000000,6634088158607483/20000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0095,6634088158607483/20000000000000000,1045349333435297/3125000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,7/32,7/32,7/32,7/32
cell-0095,6634088158607483/20000000000000000,1045349333435297/3125000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-27/16,9/4,-5/4,15/8
cell-0095,6634088158607483/20000000000000000,1045349333435297/3125000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,5/32,9/32,5/32,9/32
cell-0095,6634088158607483/20000000000000000,1045349333435297/3125000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0095,6634088158607483/20000000000000000,1045349333435297/3125000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-13/16,33/32,-5/16,5/8
cell-0095,6634088158607483/20000000000000000,1045349333435297/3125000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0095,6634088158607483/20000000000000000,1045349333435297/3125000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0096,1045349333435297/3125000000000000,33523866534233093/100000000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,13/64,13/64,13/64,13/64
cell-0096,1045349333435297/3125000000000000,33523866534233093/100000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-109/64,143/64,-81/64,119/64
cell-0096,1045349333435297/3125000000000000,33523866534233093/100000000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,9/64,17/64,9/64,17/64
cell-0096,1045349333435297/3125000000000000,33523866534233093/100000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0096,1045349333435297/3125000000000000,33523866534233093/100000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-53/64,65/64,-21/64,39/64
cell-0096,1045349333435297/3125000000000000,33523866534233093/100000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0096,1045349333435297/3125000000000000,33523866534233093/100000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0097,33523866534233093/100000000000000000,33672425150871277/100000000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,3/16,3/16,3/16,3/16
cell-0097,33523866534233093/100000000000000000,33672425150871277/100000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-55/32,71/32,-5/4,59/32
cell-0097,33523866534233093/100000000000000000,33672425150871277/100000000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,1/8,1/4,1/8,1/4
cell-0097,33523866534233093/100000000000000000,33672425150871277/100000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0097,33523866534233093/100000000000000000,33672425150871277/100000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-27/32,1,-5/16,19/32
cell-0097,33523866534233093/100000000000000000,33672425150871277/100000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0097,33523866534233093/100000000000000000,33672425150871277/100000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0098,33672425150871277/100000000000000000,3367815315723419/10000000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,13/64,13/64,13/64,13/64
cell-0098,33672425150871277/100000000000000000,3367815315723419/10000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-109/64,143/64,-79/64,119/64
cell-0098,33672425150871277/100000000000000000,3367815315723419/10000000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,9/64,17/64,9/64,17/64
cell-0098,33672425150871277/100000000000000000,3367815315723419/10000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0098,33672425150871277/100000000000000000,3367815315723419/10000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-53/64,65/64,-19/64,39/64
cell-0098,33672425150871277/100000000000000000,3367815315723419/10000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0098,33672425150871277/100000000000000000,3367815315723419/10000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0099,3367815315723419/10000000000000000,1692366600036621/5000000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,3/16,3/16,3/16,3/16
cell-0099,3367815315723419/10000000000000000,1692366600036621/5000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-55/32,71/32,-5/4,59/32
cell-0099,3367815315723419/10000000000000000,1692366600036621/5000000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,1/8,1/4,1/8,1/4
cell-0099,3367815315723419/10000000000000000,1692366600036621/5000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0099,3367815315723419/10000000000000000,1692366600036621/5000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-27/32,1,-5/16,19/32
cell-0099,3367815315723419/10000000000000000,1692366600036621/5000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0099,3367815315723419/10000000000000000,1692366600036621/5000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0100,1692366600036621/5000000000000000,1059742271900177/3125000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,13/64,13/64,13/64,13/64
cell-0100,1692366600036621/5000000000000000,1059742271900177/3125000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-109/64,141/64,-79/64,117/64
cell-0100,1692366600036621/5000000000000000,1059742271900177/3125000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,9/64,17/64,9/64,17/64
cell-0100,1692366600036621/5000000000000000,1059742271900177/3125000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0100,1692366600036621/5000000000000000,1059742271900177/3125000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-53/64,63/64,-19/64,37/64
cell-0100,1692366600036621/5000000000000000,1059742271900177/3125000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0100,1692366600036621/5000000000000000,1059742271900177/3125000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0101,1059742271900177/3125000000000000,33945325016975403/100000000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,3/16,3/16,3/16,3/16
cell-0101,1059742271900177/3125000000000000,33945325016975403/100000000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-55/32,35/16,-39/32,29/16
cell-0101,1059742271900177/3125000000000000,33945325016975403/100000000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,1/8,1/4,1/8,1/4
cell-0101,1059742271900177/3125000000000000,33945325016975403/100000000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0101,1059742271900177/3125000000000000,33945325016975403/100000000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-27/32,31/32,-5/16,9/16
cell-0101,1059742271900177/3125000000000000,33945325016975403/100000000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0101,1059742271900177/3125000000000000,33945325016975403/100000000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0102,33945325016975403/100000000000000000,212254598736763/625000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,13/64,13/64,13/64,13/64
cell-0102,33945325016975403/100000000000000000,212254598736763/625000000000000,True,False,all-64,primary,one_edit_per_image,64,0,unresolved,opposite_worlds,-109/64,139/64,-77/64,115/64
cell-0102,33945325016975403/100000000000000000,212254598736763/625000000000000,True,False,all-64,primary,one_edit_global,64,0,supported,universal_bound,9/64,17/64,9/64,17/64
cell-0102,33945325016975403/100000000000000000,212254598736763/625000000000000,True,False,all-64,primary,current_strict,64,25,input_blocked,,,,,
cell-0102,33945325016975403/100000000000000000,212254598736763/625000000000000,True,False,all-64,primary,current_partial,64,0,unresolved,opposite_worlds,-53/64,63/64,-19/64,37/64
cell-0102,33945325016975403/100000000000000000,212254598736763/625000000000000,True,False,all-64,primary,union_strict,64,36,input_blocked,,,,,
cell-0102,33945325016975403/100000000000000000,212254598736763/625000000000000,True,False,all-64,primary,union_partial,64,1,input_blocked,,,,,
cell-0103,212254598736763/625000000000000,339977890253067/1000000000000000,True,False,all-64,primary,exact_projection,64,0,supported,universal_bound,7/32,7/32,7/32,7/32
