population,arm,order,probability,exact_stop,exact_decision,stat_stop,stat_decision,stat_reason,e_lower_at_stop,e_upper_at_stop,lower_ever_crossed,upper_ever_crossed
mixed_positive,weight,301254,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,301425,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,301452,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,301524,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,301542,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,302145,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,302154,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,302415,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,302451,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,302514,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,302541,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,304125,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,304152,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,304215,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,304251,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,304512,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,304521,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,305124,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,305142,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,305214,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,305241,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,305412,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,305421,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,310245,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,310254,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,310425,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,310452,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,310524,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,310542,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,312045,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,312054,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,312405,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,312450,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,312504,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,312540,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,314025,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,314052,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,314205,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,314250,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,314502,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,314520,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,315024,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,315042,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,315204,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,315240,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,315402,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,315420,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,320145,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,320154,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,320415,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,320451,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,320514,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,320541,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,321045,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,321054,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,321405,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,321450,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,321504,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,321540,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,324015,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,324051,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,324105,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,324150,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,324501,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,324510,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,325014,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,325041,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,325104,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,325140,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,325401,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,325410,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,340125,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,340152,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,340215,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,340251,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,340512,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,340521,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,341025,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,341052,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,341205,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,341250,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,341502,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,341520,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,342015,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,342051,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,342105,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,342150,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,342501,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,342510,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,345012,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,345021,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,345102,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,345120,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,345201,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,345210,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,350124,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,350142,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,350214,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,350241,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,350412,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,350421,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,351024,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,351042,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,351204,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,351240,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,351402,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,351420,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,352014,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,352041,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,352104,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,352140,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,352401,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,352410,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,354012,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,354021,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,354102,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,354120,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,354201,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,354210,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,401235,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,401253,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,401325,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,401352,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,401523,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,401532,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,402135,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,402153,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,402315,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,402351,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,402513,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,402531,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,403125,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,403152,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,403215,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,403251,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,403512,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,403521,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,405123,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,405132,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,405213,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,405231,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,405312,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,405321,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,410235,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,410253,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,410325,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,410352,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,410523,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,410532,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,412035,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,412053,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,412305,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,412350,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,412503,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,412530,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,413025,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,413052,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,413205,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,413250,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,413502,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,413520,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,415023,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,415032,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,415203,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,415230,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,415302,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,415320,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,420135,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,420153,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,420315,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,420351,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,420513,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,420531,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,421035,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,421053,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,421305,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,421350,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,421503,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,421530,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,423015,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,423051,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,423105,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,423150,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,423501,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,423510,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,425013,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,425031,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,425103,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,425130,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,425301,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,425310,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,430125,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,430152,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,430215,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,430251,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,430512,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,430521,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,431025,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,431052,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,431205,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,431250,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,431502,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,431520,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,432015,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,432051,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,432105,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,432150,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,432501,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,432510,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,435012,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,435021,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,435102,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,435120,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,435201,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,435210,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,450123,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,450132,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,450213,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,450231,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,450312,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,450321,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,451023,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,451032,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,451203,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,451230,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,451302,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,451320,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,452013,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,452031,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,452103,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,452130,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,452301,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,452310,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,453012,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,453021,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,453102,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,453120,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,453201,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,453210,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,501234,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,501243,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,501324,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,501342,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,501423,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,501432,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,502134,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,502143,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,502314,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,502341,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,502413,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,502431,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,503124,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,503142,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,503214,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,503241,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,503412,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,503421,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,504123,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,504132,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,504213,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,504231,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,504312,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,504321,1/720,5,supported,5,supported,logical,9/4,1/12,0,0
mixed_positive,weight,510234,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,510243,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,510324,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,510342,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,510423,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,510432,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,512034,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,512043,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,512304,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,512340,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,512403,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,512430,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,513024,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,513042,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,513204,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,513240,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,513402,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,513420,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,514023,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,514032,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,514203,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,514230,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,514302,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,514320,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,520134,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,520143,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,520314,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,520341,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,520413,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,520431,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,521034,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,521043,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,521304,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,521340,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,521403,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,521430,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,523014,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,523041,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,523104,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,523140,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,523401,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,523410,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,524013,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,524031,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,524103,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,524130,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,524301,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,524310,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,530124,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,530142,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,530214,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,530241,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,530412,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,530421,1/720,5,supported,5,supported,logical,21/8,7/96,0,0
mixed_positive,weight,531024,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,531042,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,531204,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,531240,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,531402,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,531420,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,532014,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,532041,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,532104,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,532140,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,532401,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,532410,1/720,4,supported,4,supported,logical,105/16,1/16,0,0
mixed_positive,weight,534012,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
mixed_positive,weight,534021,1/720,5,supported,5,supported,logical,105/16,1/16,0,0
