population,arm,order,probability,exact_stop,exact_decision,stat_stop,stat_decision,stat_reason,e_lower_at_stop,e_upper_at_stop,lower_ever_crossed,upper_ever_crossed
point_negative,uniform,423150,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,423501,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,423510,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,425013,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,425031,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,425103,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,425130,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,425301,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,425310,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,430125,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,430152,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,430215,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,430251,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,430512,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,430521,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,431025,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,431052,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,431205,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,431250,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,431502,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,431520,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,432015,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,432051,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,432105,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,432150,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,432501,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,432510,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,435012,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,435021,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,435102,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,435120,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,435201,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,435210,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,450123,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,450132,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,450213,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,450231,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,450312,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,450321,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,451023,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,451032,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,451203,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,451230,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,451302,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,451320,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,452013,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,452031,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,452103,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,452130,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,452301,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,452310,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,453012,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,453021,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,453102,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,453120,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,453201,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,453210,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,501234,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,501243,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,501324,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,501342,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,501423,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,501432,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,502134,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,502143,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,502314,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,502341,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,502413,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,502431,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,503124,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,503142,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,503214,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,503241,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,503412,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,503421,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,504123,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,504132,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,504213,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,504231,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,504312,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,504321,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,510234,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,510243,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,510324,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,510342,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,510423,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,510432,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,512034,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,512043,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,512304,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,512340,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,512403,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,512430,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,513024,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,513042,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,513204,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,513240,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,513402,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,513420,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,514023,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,514032,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,514203,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,514230,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,514302,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,514320,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,520134,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,520143,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,520314,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,520341,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,520413,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,520431,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,521034,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,521043,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,521304,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,521340,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,521403,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,521430,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,523014,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,523041,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,523104,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,523140,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,523401,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,523410,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,524013,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,524031,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,524103,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,524130,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,524301,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,524310,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,530124,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,530142,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,530214,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,530241,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,530412,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,530421,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,531024,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,531042,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,531204,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,531240,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,531402,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,531420,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,532014,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,532041,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,532104,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,532140,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,532401,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,532410,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,534012,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,534021,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,534102,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,534120,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,534201,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,534210,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,540123,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,540132,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,540213,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,540231,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,540312,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,540321,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,541023,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,541032,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,541203,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,541230,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,541302,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,541320,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,542013,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,542031,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,542103,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,542130,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,542301,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,542310,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,543012,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,543021,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,543102,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,543120,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,543201,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,uniform,543210,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,012345,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,012354,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,012435,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,012453,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,012534,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,012543,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,013245,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,013254,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,013425,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,013452,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,013524,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,013542,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,014235,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,014253,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,014325,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,014352,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,014523,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,014532,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,015234,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,015243,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,015324,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,015342,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,015423,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,015432,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,021345,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,021354,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,021435,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,021453,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,021534,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,021543,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,023145,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,023154,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,023415,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,023451,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,023514,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,023541,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,024135,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,024153,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,024315,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,024351,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,024513,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,024531,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,025134,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,025143,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,025314,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,025341,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,025413,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,025431,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,031245,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,031254,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,031425,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,031452,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,031524,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,031542,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,032145,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,032154,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,032415,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,032451,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,032514,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,032541,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,034125,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,034152,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,034215,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,034251,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,034512,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,034521,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,035124,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,035142,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,035214,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,035241,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,035412,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,035421,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,041235,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,041253,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,041325,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,041352,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,041523,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,041532,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,042135,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,042153,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,042315,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,042351,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,042513,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,042531,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,043125,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,043152,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,043215,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,043251,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,043512,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,043521,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,045123,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,045132,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,045213,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,045231,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,045312,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,045321,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,051234,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,051243,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,051324,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,051342,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,051423,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,051432,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,052134,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,052143,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,052314,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,052341,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,052413,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,052431,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,053124,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,053142,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,053214,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,053241,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,053412,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,053421,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,054123,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,054132,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,054213,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,054231,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,054312,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,054321,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,102345,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,102354,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,102435,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,102453,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,102534,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,102543,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,103245,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,103254,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,103425,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,103452,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,103524,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,103542,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,104235,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,104253,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,104325,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,104352,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,104523,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,104532,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,105234,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,105243,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,105324,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,105342,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,105423,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,105432,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,120345,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,120354,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,120435,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,120453,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,120534,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
point_negative,weight,120543,1/720,3,excluded,3,excluded,logical,1/8,105/16,0,0
